kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
1033,TV Novel: That Sun in the Sky,2016,['Kim Shin Il'],"['Kim Ji Wan', 'Lee Jin Suk']",South Korea,Drama,121,2160.0,2016-09-07,2017-02-22,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,A girl from the 1970s countryside overcomes all obstacles and becomes Korea's best actress. ,51032,15604,Drama
1034,Drinking Solo,2016,"['Choi Kyu Shik', 'Jung Hyung Geon']","['Baek Sun Woo', 'Myung Soo Hyun', 'Choi Bo Rim']",South Korea,Drama,16,3840.0,2016-09-05,2016-10-25,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"The story depicts people drinking alcohol alone for different reasons and the romance between Jin Jeong Seok and Park Ha Na. They both work at a private institute for people preparing for their civil service examinations in Noryangjin, Seoul. He is an arrogant, but popular instructor and she is a rookie instructor who struggles to survive in the private institute world. ",4431,915,"Drama, Comedy, Romance"
1035,Three Kingdom Wars - Imjin War 1592,2016,,,South Korea,Drama,5,,2016-09-03,2016-09-23,"Thursday, Friday, Saturday",KBS1,Not Yet Rated,"This docudrama depicts political situations in Joseon, Myung Dynasty, and Japan during the Imjin War. ",41336,99999,"Horror, Thriller, Historical"
1036,Fantastic,2016,['Jo Nam Gook'],['Lee Sung Eun'],South Korea,Drama,16,3600.0,2016-09-02,2016-10-22,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"As a hardworking scriptwriter, So Hye is writing a drama about cancer when coincidentally she is diagnosed with breast cancer and learns she has five months left to live. She decides to live it up, leave no regrets, and do whatever she feels like doing. However, as a workaholic, she also commits to finishing her last project, then plans to leave quietly. But Hae Sung, a famous star, and her first love, suddenly shows up and her plans fall through. So Hye is actively opposed to casting Hae Sung as the lead in her latest drama. His stiff, robotic acting and constant nagging annoy her, and they occasionally have petty fights. But along the way, they actually seem to be falling in love. Meanwhile, Joon Ki has been by her side, both as her doctor and a friend. He knows So Hye’s bright demeanor sometimes acts as a cover for her secret burden. He knows her well, and he’s been through it himself. Though he can’t cure her, he wants to be her steady soulmate, and face the reality together. Joon Ki and Hae Sung fight for So Hye’s love, and with mixed emotions, she is indecisive. How can she decide when she only has a few months left? What is the best way to leave without regrets?(Source: JTBC)",4701,1797,"Drama, Comedy, Romance"
1037,Moon Lovers: Scarlet Heart Ryeo,2016,['Kim Kyu Tae'],['Jo Yoon Young'],South Korea,Drama,20,3600.0,2016-08-29,2016-11-01,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"When a total eclipse of the sun takes place, Go Ha Jin is transported back in time to the start of the Goryeo Dynasty of Korea during King Taejo's rule. She wakes up in the body of the 16-year-old Hae Soo and finds herself living in the house of the 8th Prince Wang Wook, who is married to Hae Soo's cousin. She soon befriends several of the princes and meets the ostracized 4th Prince, Wang So. Although knowing she should not get involved in palace intrigues over the succession to the throne, she inadvertently becomes a pawn in the struggle, as several of the Princes fall in love with her. (Source: MyDramaList)~~ Adapted from the novel “Bu Bu Jing Xin” (步步惊心) by Tong Hua (桐华).~~ There are 2 versions of this series, please read the FAQ thread for more info.",223,16,"Fantasy, Romance, History"
1038,Our Gap Soon,2016,['Boo Sung Chul'],['Moon Young Nam'],South Korea,Drama,61,4200.0,2016-08-27,2017-04-08,"Saturday, Sunday",SBS,Not Yet Rated,"Heo Gap Dol is an unemployed college graduate who has been trying to pass the civil service exam for years. His longtime girlfriend Shin Gap Soon supports him by doing several part-time jobs in the hope of him finally passing the exam and proposing to her.This drama depicts positively about various kind of marriage forms between the characters: a normal marriage, divorced couple, remarried couple, common-law marriage, and cohabitation couple. ",8023,2655,"Drama, Family, Romance"
1039,Blow Breeze,2016,['Yoon Jae Moon'],['Kim Sa Kyung'],South Korea,Drama,53,4500.0,2016-08-27,2017-02-26,"Saturday, Sunday",MBC,15+ - Teens 15 or older,"A wealthy, elderly man who was born in North Korea and amassed a $100 million fortune in South Korea knows that his time is short. One day, he coincidentally learns that he had a son that he did not know of. The elderly man desperately tries to track down his son but learns that he died. However, the elderly man soon discovers that his son has a daughter who was also defected from North Korea and is currently living in South Korea. Now, the elderly man is seeking to find her whereabouts so that she can inherit his fortune. The story revolves around the long-lost family members and a South Korean man with a North Korean woman who is able to find love by overcoming their differences.(Source: MBC)",7928,4718,"Drama, Family, Romance"
1040,The Gentlemen of Wolgyesu Tailor Shop,2016,['Hwang In Hyuk'],['Goo Hyun Sook'],South Korea,Drama,54,3900.0,2016-08-27,2017-02-26,"Saturday, Sunday",KBS2,Not Yet Rated,"Laurel Tree Tailor Shop is family-owned and has been in business for almost a century. Its master tailor, Lee Man Sool, has perfected the dying art of creating a made-to-measure suit. Man Sool departs, only leaving a note to his wife with instructions to sell the old-fashioned shop as the business is no longer viable and he just does not have the heart to do it himself. His wife, son, and daughter are all taken aback by his decision. His former apprentice is devastated by the news of Man Sool’s disappearance and contemplates the idea of returning to the shop, which his wife forbids.Family politics are at play when Dong Jin suddenly finds himself unseated as the president of his father-in-law’s company and his wife sues him for divorce. Dong Jin decides his best move is to return to his father’s tailor shop.The seamstresses want to keep the shop open until their boss’s return, but one lady is unsure as she keeps having negative experiences with Dong Jin.What will it take to save this beloved neighborhood shop?(Source: Viki)",2660,2949,"Drama, Comedy, Family"
1041,Jealousy Incarnate,2016,['Park Shin Woo'],['Seo Sook Hyang'],South Korea,Drama,24,3600.0,2016-08-24,2016-11-10,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Lee Hwa Shin is a handsome anchor with notable journalistic talent, a well-to-do family and commendable education. He is also as fierce a competitor as one will find in the world of reporting, and goes after stories relentlessly. But as luck would have it, he also comes across another fierce competitor -- meteorologist Pyo Na Ri. Pyo Na Ri doesn’t have the shining resume of her anchor counterpart, went to a third-rate college and only has a temporary contract with the station. Although her dorky exterior hides an inner fire, Na Ri has worked extremely hard to get where she is, even doing odd jobs like lifting boxes. Both anchor and meteorologist now see each other as rivals in their race to become the station’s most valued employee. But what happens when the two rivals start to fall in love? The drama may be too much, even for a broadcasting station.",1665,232,"Drama, Comedy, Romance"
1042,Detective Alice 2,2016,,,South Korea,Drama,8,780.0,2016-08-22,2016-09-02,"Monday, Tuesday",Naver TV Cast,Not Yet Rated,Web-drama based on investigation. ,58075,9831,"Drama, Crime"
1043,Love in the Moonlight,2016,"['Baek Sang Hoon', 'Kim Seong Yoon']","['Im Ye Jin', 'Kim Min Jung']",South Korea,Drama,18,3540.0,2016-08-22,2016-10-18,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"To protect herself and her family, Hong Ra On disguises herself as a man and counsels men on dating. Due to a love letter she wrote for a client, she meets Crown Prince Hyo Myung. Ra On is unaware that he is the Crown Prince, and Hyo Myung is unaware that Ra On is a woman. Soon after Ra On is forced to become a eunuch by loan sharks, and the Crown Prince and Ra On become interested in each other. As Ra On tries to survive the palace and the Crown Prince navigates his journey to become king, will their love prosper?(Source: MyDramaList)",1186,76,"Drama, Romance"
1044,Cinderella and the Four Knights,2016,"['Kwon Hyuk Chan', 'Lee Min Woo']","['Min Ji Eun', 'Won Young Shil', 'Lee Seung Jin']",South Korea,Drama,16,3600.0,2016-08-12,2016-10-01,"Friday, Saturday",tvN,15+ - Teens 15 or older,"Eun Ha Won is in her third year of high school with dreams of becoming a teacher. Unattached from her father, step-mother, and step-sister, and poorly treated by them, Ha Won still manages to maintain her bright personality and strong set of morals, working various part-time jobs to pay for her upcoming university tuition fees and keeping her eyes firmly glued to her goals.Meanwhile, in another part of the city are three spoiled cousins, Ji Woon, Hyun Min, and Seo Woo, living together in a mansion called Sky House. With their wildly different personalities - Ji Woon a tough guy, Hyun Min a playboy, and Seo Woo a musician - they all deeply dislike each other and prefer to be as far away from each other as possible.One day, their grandfather orders his 3 grandsons to attend his 5th wedding ceremony. Hyun Min doesn't want to go, but ultimately ends up hiring Ha Won to be his date for 3 hours so he can upstage his grandfather. His plans don't completely pan out, however, when the grandfather witnesses Ha Won's no-nonsense attitude towards Hyun Min and decides to hire her as a live-in butler and drill sergeant of sorts at Sky House. What follows is a lot of shenanigans, love triangles, drama, and plenty of sass.",3491,34,"Drama, Comedy, Romance"
1045,Matching! Boys Archery,2016,,,South Korea,Drama,8,900.0,2016-08-04,2016-08-28,"Thursday, Sunday",Naver TV Cast,13+ - Teens 13 or older,"A girl dreaming about becoming a webtoon artist. In order to find material, she approaches an archery club full of good-looking boys by becoming the team's manager. ",7026,2386,"Comedy, Romance"
1046,Romantic Boss,2016,,,South Korea,Drama,12,900.0,"Aug, 2016 - Oct, 2016","Aug, 2016 - Oct, 2016",,Naver TV Cast,Not Yet Rated,"The story of a diverse group of young adult professionals, including an event organizer, chef, webtoon writer, fashion designer, interior designer, and classical singer, as they chase their dreams and look for love. ",55258,14549,"Drama, Romance"
1047,Second to Last Love,2016,['Choi Young Hoon'],['Choi Yoon Jung'],South Korea,Drama,20,3900.0,2016-07-30,2016-10-16,"Saturday, Sunday",SBS,15+ - Teens 15 or older,"An adult romance about a forty-something woman finding love and who works as a television producer. She has no interest in romance and just concerns herself with preparing for retirement, but when she moves to a new town, she meets a 46-year-old man who’s widowed and has one child, and a romance begins. ",5993,2552,"Drama, Romance, Adult"
1048,Spark,2016,,['Moon Man Se'],South Korea,Drama,12,780.0,2016-07-25,2016-08-11,"Monday, Tuesday, Wednesday, Thursday, Friday",Naver TV Cast,13+ - Teens 13 or older,"'Spark' is a mini music drama like a night concert in the summertime, centering on a man who leaks a great deal of electricity after a sudden accident and a woman he can't get away from no matter how hard he tries. ",7989,2507,"Drama, Music, Romance"
1049,Women at a Game Company,2016,"['Yoon Sung Ho', 'Park Dong Hoon']",['Hwang Gook Young'],South Korea,Drama,11,600.0,2016-07-25,2016-08-01,Monday,Naver TV Cast,Not Yet Rated,A drama based on a webtoon which depicts and builds a connection through the story of young women who work at a mobile game company. (Source: thetvdb) ,7959,4729,Drama
